keyword;correlation
anuria;0.029747145323479954
ballottement;-0.012759948355047497
donor;-0.1835324875161182
erythropoietin;0.057905753578478374
glomerulonephritis;0.0032201547059142487
hemodialysis;0.1388508572535296
hydronephrosis;0.06580126215512246
mannitol;0.0844480977451047
nephrectomy;0.13337640517509666
nephrology;-0.033200210916130436
organ;0.040866059112847845
pyelonephritis;-0.01002719357762606
spironolactone;-0.014726170241579581
viscus;-0.07467297460540487
azathioprine;-0.048350784798360615
calyx;-0.05443360634239445
capsule;0.07934263605178346
