"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2952864";"2016";"GA";"Georgia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.2";"";"";"2.7";"3.7";"264";"Overall";"Overall";"CHCKIDNY";"13";"13";"";"";"";"";"";""
"2952566";"2016";"HI";"Hawaii";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.5";"";"";"2.9";"4.1";"341";"Overall";"Overall";"CHCKIDNY";"14";"14";"";"";"";"";"";""
"2952913";"2016";"ID";"Idaho";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.9";"";"";"1.5";"2.3";"171";"Overall";"Overall";"CHCKIDNY";"15";"15";"";"";"";"";"";""
"2952327";"2016";"IL";"Illinois";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.4";"";"";"2.8";"3.9";"227";"Overall";"Overall";"CHCKIDNY";"16";"16";"";"";"";"";"";""
"2953160";"2016";"IN";"Indiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.3";"2.9";"471";"Overall";"Overall";"CHCKIDNY";"17";"17";"";"";"";"";"";""
"2952991";"2016";"IA";"Iowa";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.8";"";"";"1.5";"2.2";"200";"Overall";"Overall";"CHCKIDNY";"18";"18";"";"";"";"";"";""
"2952691";"2016";"KS";"Kansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"2.0";"2.6";"396";"Overall";"Overall";"CHCKIDNY";"19";"19";"";"";"";"";"";""
"2953201";"2016";"KY";"Kentucky";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.3";"";"";"2.8";"3.7";"466";"Overall";"Overall";"CHCKIDNY";"20";"20";"";"";"";"";"";""
"2953516";"2016";"LA";"Louisiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.3";"3.3";"246";"Overall";"Overall";"CHCKIDNY";"21";"21";"";"";"";"";"";""
"2953963";"2016";"ME";"Maine";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.9";"";"";"1.5";"2.2";"303";"Overall";"Overall";"CHCKIDNY";"22";"22";"";"";"";"";"";""
"2953569";"2016";"MD";"Maryland";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.2";"3.0";"701";"Overall";"Overall";"CHCKIDNY";"23";"23";"";"";"";"";"";""
"2954010";"2016";"MA";"Massachusetts";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.8";"2.6";"263";"Overall";"Overall";"CHCKIDNY";"24";"24";"";"";"";"";"";""
"2953422";"2016";"MI";"Michigan";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.4";"";"";"3.0";"3.7";"543";"Overall";"Overall";"CHCKIDNY";"25";"25";"";"";"";"";"";""
"2953739";"2016";"MN";"Minnesota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.1";"";"";"1.9";"2.4";"464";"Overall";"Overall";"CHCKIDNY";"26";"26";"";"";"";"";"";""
"2954086";"2016";"MS";"Mississippi";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.7";"";"";"3.0";"4.5";"243";"Overall";"Overall";"CHCKIDNY";"27";"27";"";"";"";"";"";""
"2954369";"2016";"MO";"Missouri";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.3";"";"";"2.7";"3.9";"311";"Overall";"Overall";"CHCKIDNY";"28";"28";"";"";"";"";"";""
"2954781";"2016";"MT";"Montana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.8";"2.8";"201";"Overall";"Overall";"CHCKIDNY";"29";"29";"";"";"";"";"";""
"2954227";"2016";"NE";"Nebraska";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.2";"3.0";"513";"Overall";"Overall";"CHCKIDNY";"30";"30";"";"";"";"";"";""
"2954540";"2016";"NV";"Nevada";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.4";"3.7";"165";"Overall";"Overall";"CHCKIDNY";"31";"31";"";"";"";"";"";""
"2954278";"2016";"NH";"New Hampshire";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.8";"2.8";"225";"Overall";"Overall";"CHCKIDNY";"32";"32";"";"";"";"";"";""
"2954589";"2016";"NJ";"New Jersey";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.4";"";"";"1.8";"2.9";"263";"Overall";"Overall";"CHCKIDNY";"33";"33";"";"";"";"";"";""
"2955001";"2016";"NM";"New Mexico";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.2";"3.2";"236";"Overall";"Overall";"CHCKIDNY";"34";"34";"";"";"";"";"";""
"2954737";"2016";"NY";"New York";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.9";"2.5";"1141";"Overall";"Overall";"CHCKIDNY";"35";"35";"";"";"";"";"";""
"2955149";"2016";"NC";"North Carolina";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.0";"";"";"2.5";"3.5";"240";"Overall";"Overall";"CHCKIDNY";"36";"36";"";"";"";"";"";""
"2955464";"2016";"ND";"North Dakota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.9";"2.8";"195";"Overall";"Overall";"CHCKIDNY";"37";"37";"";"";"";"";"";""
"2955777";"2016";"OH";"Ohio";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.2";"2.9";"515";"Overall";"Overall";"CHCKIDNY";"38";"38";"";"";"";"";"";""
"2955321";"2016";"OK";"Oklahoma";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.6";"3.6";"317";"Overall";"Overall";"CHCKIDNY";"39";"39";"";"";"";"";"";""
"2955633";"2016";"OR";"Oregon";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.3";"3.4";"200";"Overall";"Overall";"CHCKIDNY";"40";"40";"";"";"";"";"";""
"2955372";"2016";"PA";"Pennsylvania";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.1";"";"";"1.7";"2.5";"192";"Overall";"Overall";"CHCKIDNY";"41";"41";"";"";"";"";"";""
"2956070";"2016";"RI";"Rhode Island";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.0";"";"";"1.6";"2.5";"172";"Overall";"Overall";"CHCKIDNY";"42";"42";"";"";"";"";"";""
"2955709";"2016";"SC";"South Carolina";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.3";"3.0";"462";"Overall";"Overall";"CHCKIDNY";"43";"43";"";"";"";"";"";""
"2955931";"2016";"SD";"South Dakota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.2";"";"";"1.5";"2.9";"181";"Overall";"Overall";"CHCKIDNY";"44";"44";"";"";"";"";"";""
"2956439";"2016";"TN";"Tennessee";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.3";"3.2";"288";"Overall";"Overall";"CHCKIDNY";"45";"45";"";"";"";"";"";""
"2956889";"2016";"TX";"Texas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.8";"";"";"2.3";"3.3";"496";"Overall";"Overall";"CHCKIDNY";"46";"46";"";"";"";"";"";""
"2956202";"2016";"UT";"Utah";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.7";"";"";"2.4";"3.1";"396";"Overall";"Overall";"CHCKIDNY";"47";"47";"";"";"";"";"";""
"2956514";"2016";"VT";"Vermont";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.6";"";"";"2.0";"3.1";"212";"Overall";"Overall";"CHCKIDNY";"48";"48";"";"";"";"";"";""
"2957058";"2016";"VA";"Virginia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"2.0";"2.7";"286";"Overall";"Overall";"CHCKIDNY";"49";"49";"";"";"";"";"";""
"2956565";"2016";"WA";"Washington";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.8";"3.4";"644";"Overall";"Overall";"CHCKIDNY";"50";"50";"";"";"";"";"";""
"2956685";"2016";"WV";"West Virginia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.1";"";"";"2.7";"3.5";"314";"Overall";"Overall";"CHCKIDNY";"51";"51";"";"";"";"";"";""
"2957133";"2016";"WI";"Wisconsin";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.4";"";"";"1.9";"3.0";"180";"Overall";"Overall";"CHCKIDNY";"52";"52";"";"";"";"";"";""
"2957333";"2016";"WY";"Wyoming";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.6";"";"";"1.2";"2.1";"128";"Overall";"Overall";"CHCKIDNY";"53";"53";"";"";"";"";"";""
"2957455";"2016";"GU";"Guam";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"2.3";"";"";"1.4";"3.3";"47";"Overall";"Overall";"CHCKIDNY";"56";"56";"";"";"";"";"";""
"2957265";"2016";"PR";"Puerto Rico";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"3.3";"";"";"2.7";"4.0";"234";"Overall";"Overall";"CHCKIDNY";"60";"60";"";"";"";"";"";""
"2957500";"2016";"VI";"Virgin Islands";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"1.5";"";"";"0.6";"2.4";"29";"Overall";"Overall";"CHCKIDNY";"62";"62";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Datasource";"";"Behavioral Risk Factor Surveillance System";"http://www.cdc.gov/brfss";"BRFSS";"CDC"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"%";"Percent";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"CI";"95% Confidence Interval";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"n";"“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"N/A";"Translates to no data available for a record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"No Data";"Translates to no data available for record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SuggestedCitation";"";"Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. BRFSS Prevalence & Trends Data [online]. 2015.";"https://www.cdc.gov/brfss/brfssprevalence/";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Prevalence Data and Data Analysis Tools";"/brfss/data_tools.htm";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Behavioral Risk Factor Surveillance System (BRFSS)";"/brfss/index.html";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Division of Population Health";"/nccdphp/dph/index.html";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Survey Data & Documentation";"/brfss/data_documentation/index.htm";"";""
