keyword;correlation
uremia;-0.014654663353919581
prediabetes;-0.02364489579271439
vasculitis;-0.15776516764889925
sleep apnea;0.0627760499021134
lupus erythematosus;-0.035060645070170086
systemic lupus erythematosus;-0.059508355557570114
familial hypercholesterolemia;-0.07709231319284936
ketoacidosis;-0.11241364949993027
cataracts;0.016674711043755557
myotonic muscular dystrophy;0.07569961881810254
hyperparathyroidism;-0.02715772463599309
dialysis;0.17142639167332666
sepsis;-0.05650051278640273
ulcerative colitis;-0.22908532551790609
pemphigus;0.053626296431699354
hyperkalemia;-0.06835514313523078
inflammatory bowel disease;-0.03246460557183008
neurological disorder;0.00693201688860885
lymphocytic leukemia;-0.05940398347401762
hyponatremia;-0.1336725483519281
illness;-0.24544836029449266
muscular dystrophy;-0.18741826889588212
lichen planus;0.03599266043686196
leukodystrophy;-0.1275473139565327
hydrocephalus;-0.08236787266846685
breast cancer;-0.19612276434980783
renal;-0.0047668003217326465
sugar diabetes;0.14521239413490117
mucoviscidosis;0.06224942420324031
pyelitis;0.20693772724605194
necrobiosis lipoidica;0.1930356236627758
uropathy;0.07715966848187307
toxemia of pregnancy;0.09800487356331765
nephropathy;-0.025903466777072812
diabetes insipidus;0.010065087515606946
Christmas Disease;0.021749022167575228
nephroptosis;0.31826018146478313
fatty liver;0.195604101458177
anuresis;-0.21117181112860337
emia;0.10434120392226286
fibrosis;-0.27077011821083224
conversion disorder;-0.030629104388645894
keratomalacia;-0.01741100610198859
rachischisis;0.02207384839303052
nephrolith;0.10234197105379252
renal corpuscle;0.0030072017021066425
renal cortex;0.08573018147053031
tetralogy of fallot;-0.13537439842978172
chronic;-0.16640771853423347
coeliac disease;0.08558518941805478
pulmonary emphysema;0.17374741856216702
gas gangrene;-0.06897794820469488
hyperthyroidism;-0.07211418021037873
kalemia;0.01308839004159521
cardiovascular;-0.025986567722205912
cat scratch disease;-0.09755382061624963
amyotrophic lateral sclerosis;0.1282241772431992
coronary thrombosis;-0.1109122702177416
cor pulmonale;0.18270390230208747
high blood pressure;0.2749927281101331
gulf war syndrome;0.014653765317463789
respiratory disease;-0.010849235675706961
Williams Syndrome;-0.2852221172294251
Newcastle Disease;-0.14037334199432927
diagnose;-0.06467154013054886
albuminuria;0.10250172421133445
nephrite;0.10879809456426874
Pkd;-0.11083528674056403
oliguria;0.015246420061486826
gravel;-0.20102392883358175
nephrosclerosis;0.1681987764197693
polycystic;0.019673863381474612
chlorothiazide;-0.0113460323896101
leptospirosis;0.15936224901799065
stone;-0.04942372035466145
stoned;-0.04158690643167077
stoning;-0.14763944519090813
transplantation;-0.10220714509969303
urine;0.03758544254446179
French;-0.2371560760527324
polydipsia;0.0947125890799883
rheumatism;0.04828804622107857
ray;0.06820039570552697
azotemia;0.1826286995177898
haematuria;0.0017061639109835919
anuria;0.13939320172397995
ballottement;0.011080756716055545
donor;-0.3346946895200243
erythropoietin;0.01915883934697574
glomerulonephritis;-0.03152161811161692
hemodialysis;0.011135230377777148
hydronephrosis;0.019640894086503994
mannitol;0.030106490057220135
nephrectomy;0.1284611708076737
nephrology;-0.14903432060946473
organ;0.04768656124600316
pyelonephritis;-0.04099326164678404
spironolactone;-0.02239555191407619
viscus;-0.09026338643950897
azathioprine;-0.04767850783746594
calyx;-0.11233047369864359
capsule;0.08924437699462857
