,ID,Year,LocationAbbr,LocationDesc,Class,Topic,Indicator,Response,DataSource,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Stratification,StratificationType,IndicatorId,LocationOrder,ParentStateDisplayOrder,FootnoteType,FootNoteSymbol,FootnoteText,URL,DatasourceAbbr,Agency
32,180295.0,2016.0,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,2.0,3.7,76.0,Overall,Overall,CHCKIDNY,665.0,12.0,,,,,,
33,182028.0,2016.0,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,1.6,3.9,34.0,Overall,Overall,CHCKIDNY,734.0,12.0,,,,,,
34,181816.0,2016.0,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,1.8,3.1,92.0,Overall,Overall,CHCKIDNY,756.0,12.0,,,,,,
35,182740.0,2016.0,37460,"Panama City, FL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.2,,,1.0,3.3,36.0,Overall,Overall,CHCKIDNY,777.0,12.0,,,,,,
36,182951.0,2016.0,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.6,,,2.4,4.8,46.0,Overall,Overall,CHCKIDNY,787.0,12.0,,,,,,
37,183411.0,2016.0,38940,"Port St. Lucie, FL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.9,,,1.6,4.2,39.0,Overall,Overall,CHCKIDNY,816.0,12.0,,,,,,
38,187524.0,2016.0,45220,"Tallahassee, FL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,1.9,,,1.2,2.7,77.0,Overall,Overall,CHCKIDNY,970.0,12.0,,,,,,
39,186916.0,2016.0,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.5,,,2.4,4.5,95.0,Overall,Overall,CHCKIDNY,971.0,12.0,,,,,,
40,2737825.0,2016.0,GA,Georgia,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.4,,,2.8,3.9,264.0,Overall,Overall,CHCKIDNY,13.0,13.0,,,,,,
41,172395.0,2016.0,12060,"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,2.1,3.5,98.0,Overall,Overall,CHCKIDNY,151.0,13.0,,,,,,
42,171859.0,2016.0,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,1.5,5.0,37.0,Overall,Overall,CHCKIDNY,156.0,13.0,,,,,,
43,2742246.0,2016.0,HI,Hawaii,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.7,,,3.1,4.4,341.0,Overall,Overall,CHCKIDNY,14.0,14.0,,,,,,
44,2746280.0,2016.0,ID,Idaho,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.1,,,1.7,2.5,171.0,Overall,Overall,CHCKIDNY,15.0,15.0,,,,,,
45,172726.0,2016.0,14260,"Boise City, ID Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,1.7,,,1.0,2.3,41.0,Overall,Overall,CHCKIDNY,205.0,15.0,,,,,,
46,2750851.0,2016.0,IL,Illinois,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.7,,,3.1,4.3,227.0,Overall,Overall,CHCKIDNY,16.0,16.0,,,,,,
47,174258.0,2016.0,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.3,,,2.6,4.0,180.0,Overall,Overall,CHCKIDNY,270.0,16.0,,,,,,
48,2754466.0,2016.0,IN,Indiana,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.9,,,2.5,3.2,471.0,Overall,Overall,CHCKIDNY,17.0,17.0,,,,,,
49,177163.0,2016.0,23060,"Fort Wayne, IN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,23.0,Overall,Overall,CHCKIDNY,418.0,17.0,,,,,,
50,178921.0,2016.0,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.1,,,2.4,3.8,144.0,Overall,Overall,CHCKIDNY,512.0,17.0,,,,,,
51,2758850.0,2016.0,IA,Iowa,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.1,,,1.7,2.5,200.0,Overall,Overall,CHCKIDNY,18.0,18.0,,,,,,
52,174293.0,2016.0,16300,"Cedar Rapids, IA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,1.3,3.8,18.0,Overall,Overall,CHCKIDNY,255.0,18.0,,,,,,
53,175822.0,2016.0,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.0,,,1.0,2.9,34.0,Overall,Overall,CHCKIDNY,339.0,18.0,,,,,,
54,182333.0,2016.0,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,2.2,3.5,119.0,Overall,Overall,CHCKIDNY,751.0,18.0,,,,,,
55,186168.0,2016.0,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,40.0,Overall,Overall,CHCKIDNY,929.0,18.0,,,,,,
56,2763439.0,2016.0,KS,Kansas,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,2.2,2.8,396.0,Overall,Overall,CHCKIDNY,19.0,19.0,,,,,,
57,179491.0,2016.0,28140,"Kansas City, MO-KS Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.7,,,2.0,3.4,158.0,Overall,Overall,CHCKIDNY,545.0,19.0,,,,,,
58,187070.0,2016.0,45820,"Topeka, KS Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.1,,,2.1,4.1,42.0,Overall,Overall,CHCKIDNY,984.0,19.0,,,,,,
59,187756.0,2016.0,48620,"Wichita, KS Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.9,,,2.2,3.6,92.0,Overall,Overall,CHCKIDNY,1048.0,19.0,,,,,,
60,2766654.0,2016.0,KY,Kentucky,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.6,,,3.2,4.1,466.0,Overall,Overall,CHCKIDNY,20.0,20.0,,,,,,
61,178452.0,2016.0,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,4.3,,,3.2,5.4,75.0,Overall,Overall,CHCKIDNY,504.0,20.0,,,,,,
62,180396.0,2016.0,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.9,,,3.1,4.7,180.0,Overall,Overall,CHCKIDNY,614.0,20.0,,,,,,
63,2771469.0,2016.0,LA,Louisiana,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.1,,,2.5,3.6,246.0,Overall,Overall,CHCKIDNY,21.0,21.0,,,,,,
64,172139.0,2016.0,12940,"Baton Rouge, LA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.2,,,1.2,3.2,23.0,Overall,Overall,CHCKIDNY,172.0,21.0,,,,,,
65,181483.0,2016.0,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.4,,,1.9,4.8,78.0,Overall,Overall,CHCKIDNY,721.0,21.0,,,,,,
66,2776217.0,2016.0,ME,Maine,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,1.9,2.8,303.0,Overall,Overall,CHCKIDNY,22.0,22.0,,,,,,
67,183256.0,2016.0,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,1.9,,,1.2,2.7,71.0,Overall,Overall,CHCKIDNY,813.0,22.0,,,,,,
68,2779582.0,2016.0,MD,Maryland,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.7,,,2.4,3.1,701.0,Overall,Overall,CHCKIDNY,23.0,23.0,,,,,,
69,172507.0,2016.0,12580,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.1,,,2.5,3.7,247.0,Overall,Overall,CHCKIDNY,162.0,23.0,,,,,,
70,175564.0,2016.0,19060,"Cumberland, MD-WV Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,21.0,Overall,Overall,CHCKIDNY,319.0,23.0,,,,,,
71,178134.0,2016.0,25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,1.6,3.2,49.0,Overall,Overall,CHCKIDNY,468.0,23.0,,,,,,
72,185422.0,2016.0,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.9,,,2.2,3.6,102.0,Overall,Overall,CHCKIDNY,874.0,23.0,,,,,,
73,186457.0,2016.0,43524,"Silver Spring-Frederick-Rockville, MD Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,1.7,3.1,104.0,Overall,Overall,CHCKIDNY,928.0,23.0,,,,,,
74,2784428.0,2016.0,MA,Massachusetts,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,2.0,2.9,263.0,Overall,Overall,CHCKIDNY,24.0,24.0,,,,,,
75,173403.0,2016.0,14454,"Boston, MA Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,1.4,3.1,67.0,Overall,Overall,CHCKIDNY,209.0,24.0,,,,,,
76,173933.0,2016.0,15764,"Cambridge-Newton-Framingham, MA Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.0,,,1.3,2.8,82.0,Overall,Overall,CHCKIDNY,241.0,24.0,,,,,,
77,186554.0,2016.0,44140,"Springfield, MA Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.6,,,1.6,5.6,30.0,Overall,Overall,CHCKIDNY,942.0,24.0,,,,,,
78,188558.0,2016.0,49340,"Worcester, MA-CT Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,1.5,3.5,51.0,Overall,Overall,CHCKIDNY,1065.0,24.0,,,,,,
79,2788050.0,2016.0,MI,Michigan,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.7,,,3.3,4.1,543.0,Overall,Overall,CHCKIDNY,25.0,25.0,,,,,,
80,177807.0,2016.0,24340,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.4,,,2.2,4.6,43.0,Overall,Overall,CHCKIDNY,447.0,25.0,,,,,,
81,178853.0,2016.0,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,4.0,,,2.3,5.8,29.0,Overall,Overall,CHCKIDNY,577.0,25.0,,,,,,
82,187687.0,2016.0,47664,"Warren-Troy-Farmington Hills, MI Metropolitan Division",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.5,,,2.7,4.3,107.0,Overall,Overall,CHCKIDNY,1027.0,25.0,,,,,,
83,2792434.0,2016.0,MN,Minnesota,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,2.1,2.6,464.0,Overall,Overall,CHCKIDNY,26.0,26.0,,,,,,
84,176505.0,2016.0,20260,"Duluth, MN-WI Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.4,,,1.4,3.4,29.0,Overall,Overall,CHCKIDNY,351.0,26.0,,,,,,
85,180056.0,2016.0,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,2.0,2.7,235.0,Overall,Overall,CHCKIDNY,674.0,26.0,,,,,,
86,184213.0,2016.0,40340,"Rochester, MN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.3,,,1.1,3.5,17.0,Overall,Overall,CHCKIDNY,847.0,26.0,,,,,,
87,185231.0,2016.0,41060,"St. Cloud, MN Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,*,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,,,8.0,Overall,Overall,CHCKIDNY,865.0,26.0,,,,,,
88,2797088.0,2016.0,MS,Mississippi,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,4.0,,,3.3,4.7,243.0,Overall,Overall,CHCKIDNY,27.0,27.0,,,,,,
89,179329.0,2016.0,27140,"Jackson, MS Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.0,,,1.3,4.7,16.0,Overall,Overall,CHCKIDNY,519.0,27.0,,,,,,
90,2800850.0,2016.0,MO,Missouri,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.6,,,3.0,4.3,311.0,Overall,Overall,CHCKIDNY,28.0,28.0,,,,,,
91,184826.0,2016.0,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.9,,,2.7,5.0,101.0,Overall,Overall,CHCKIDNY,868.0,28.0,,,,,,
92,2805105.0,2016.0,MT,Montana,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.5,,,2.0,3.1,201.0,Overall,Overall,CHCKIDNY,29.0,29.0,,,,,,
93,173240.0,2016.0,13740,"Billings, MT Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.2,,,1.0,3.4,14.0,Overall,Overall,CHCKIDNY,193.0,29.0,,,,,,
94,2808612.0,2016.0,NE,Nebraska,Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,2.4,3.2,513.0,Overall,Overall,CHCKIDNY,30.0,30.0,,,,,,
95,177596.0,2016.0,24260,"Grand Island, NE Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,3.4,,,1.7,5.1,31.0,Overall,Overall,CHCKIDNY,445.0,30.0,,,,,,
96,179234.0,2016.0,30700,"Lincoln, NE Metropolitan Statistical Area",Chronic Health Indicators,Kidney,Ever told you have kidney disease?,Yes,BRFSS,%,Crude Prevalence,2.8,,,1.8,3.9,43.0,Overall,Overall,CHCKIDNY,602.0,30.0,,,,,,
