keyword;correlation
rachischisis;-0.06295554469637472
nephrolith;0.04256061903947892
renal corpuscle;0.07296343229635864
renal cortex;-0.005171243097772508
tetralogy of fallot;-0.16398172691285837
chronic;-0.0756485396476839
coeliac disease;0.08481295639763485
pulmonary emphysema;0.013099018143975008
gas gangrene;-0.11439656556604345
hyperthyroidism;-0.019545550627810045
kalemia;-0.11112951353727137
cardiovascular;0.1263168241928484
cat scratch disease;-0.013002800531668399
amyotrophic lateral sclerosis;0.04768427030113347
coronary thrombosis;-0.079195907521376
cor pulmonale;0.15088300675997524
high blood pressure;0.3758467208336584
gulf war syndrome;0.16782304552186578
respiratory disease;0.04462696209269976
Williams Syndrome;-0.1196732555816739
Newcastle Disease;-0.20395521172709774
diagnose;-0.015021898117906248
albuminuria;0.12480474911656673
nephrite;0.11121934997527265
Pkd;-0.0006847194217177999
oliguria;0.03688335192913198
gravel;-0.18933498372325977
nephrosclerosis;0.04167159955881886
polycystic;0.0036266745707206915
chlorothiazide;-0.06946150458225701
leptospirosis;0.052949499162711335
stone;-0.13954160594299145
stoned;0.030517623951014334
stoning;0.019194574908149492
transplantation;-0.1653852673482821
urine;0.26955229909901207
French;-0.19089368487415667
polydipsia;0.06770555369411092
rheumatism;-0.06867847071600708
ray;0.16270960442532648
azotemia;0.1655696520606887
haematuria;-0.10423883906742436
anuria;0.21997851267964716
ballottement;0.09780967682825482
donor;-0.2842216852958959
erythropoietin;0.017438731892505988
glomerulonephritis;0.05570674829992595
hemodialysis;-0.0008651789681421383
hydronephrosis;0.08304150474693885
mannitol;0.07374829237334872
nephrectomy;0.16437103638810732
nephrology;0.0953741307779598
organ;-0.0222198150011762
pyelonephritis;0.06382326001152155
spironolactone;0.09223340806707998
viscus;-0.065697653604658
azathioprine;0.0011778759473681372
calyx;-0.1161394989140897
capsule;0.06503413275299812
