"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2734262";"2016";"FL";"Florida";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.2";"";"";"2.8";"3.5";"1598";"Overall";"Overall";"CHCKIDNY";"12";"12";"";"";"";"";"";""
"176001";"2016";"18880";"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"4.1";"";"";"2.6";"5.6";"64";"Overall";"Overall";"CHCKIDNY";"315";"12";"";"";"";"";"";""
"176145";"2016";"19660";"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"4.2";"";"";"2.8";"5.5";"62";"Overall";"Overall";"CHCKIDNY";"335";"12";"";"";"";"";"";""
"177407";"2016";"23540";"Gainesville, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.6";"";"";"1.3";"4.0";"34";"Overall";"Overall";"CHCKIDNY";"429";"12";"";"";"";"";"";""
"178988";"2016";"27260";"Jacksonville, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"1.5";"3.2";"99";"Overall";"Overall";"CHCKIDNY";"523";"12";"";"";"";"";"";""
"180295";"2016";"33100";"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.8";"";"";"2.0";"3.7";"76";"Overall";"Overall";"CHCKIDNY";"665";"12";"";"";"";"";"";""
"182028";"2016";"35840";"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.8";"";"";"1.6";"3.9";"34";"Overall";"Overall";"CHCKIDNY";"734";"12";"";"";"";"";"";""
"181816";"2016";"36740";"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"1.8";"3.1";"92";"Overall";"Overall";"CHCKIDNY";"756";"12";"";"";"";"";"";""
"182740";"2016";"37460";"Panama City, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.2";"";"";"1.0";"3.3";"36";"Overall";"Overall";"CHCKIDNY";"777";"12";"";"";"";"";"";""
"182951";"2016";"37860";"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.6";"";"";"2.4";"4.8";"46";"Overall";"Overall";"CHCKIDNY";"787";"12";"";"";"";"";"";""
"183411";"2016";"38940";"Port St. Lucie, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.9";"";"";"1.6";"4.2";"39";"Overall";"Overall";"CHCKIDNY";"816";"12";"";"";"";"";"";""
"187524";"2016";"45220";"Tallahassee, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.9";"";"";"1.2";"2.7";"77";"Overall";"Overall";"CHCKIDNY";"970";"12";"";"";"";"";"";""
"186916";"2016";"45300";"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.5";"";"";"2.4";"4.5";"95";"Overall";"Overall";"CHCKIDNY";"971";"12";"";"";"";"";"";""
"2737825";"2016";"GA";"Georgia";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.4";"";"";"2.8";"3.9";"264";"Overall";"Overall";"CHCKIDNY";"13";"13";"";"";"";"";"";""
"172395";"2016";"12060";"Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.8";"";"";"2.1";"3.5";"98";"Overall";"Overall";"CHCKIDNY";"151";"13";"";"";"";"";"";""
"171859";"2016";"12260";"Augusta-Richmond County, GA-SC Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.3";"";"";"1.5";"5.0";"37";"Overall";"Overall";"CHCKIDNY";"156";"13";"";"";"";"";"";""
"2742246";"2016";"HI";"Hawaii";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.7";"";"";"3.1";"4.4";"341";"Overall";"Overall";"CHCKIDNY";"14";"14";"";"";"";"";"";""
"2746280";"2016";"ID";"Idaho";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.1";"";"";"1.7";"2.5";"171";"Overall";"Overall";"CHCKIDNY";"15";"15";"";"";"";"";"";""
"172726";"2016";"14260";"Boise City, ID Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.7";"";"";"1.0";"2.3";"41";"Overall";"Overall";"CHCKIDNY";"205";"15";"";"";"";"";"";""
"2750851";"2016";"IL";"Illinois";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.7";"";"";"3.1";"4.3";"227";"Overall";"Overall";"CHCKIDNY";"16";"16";"";"";"";"";"";""
"174258";"2016";"16980";"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.3";"";"";"2.6";"4.0";"180";"Overall";"Overall";"CHCKIDNY";"270";"16";"";"";"";"";"";""
"2754466";"2016";"IN";"Indiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.9";"";"";"2.5";"3.2";"471";"Overall";"Overall";"CHCKIDNY";"17";"17";"";"";"";"";"";""
"177163";"2016";"23060";"Fort Wayne, IN Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"*";"*";"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.";"";"";"23";"Overall";"Overall";"CHCKIDNY";"418";"17";"";"";"";"";"";""
"178921";"2016";"26900";"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.1";"";"";"2.4";"3.8";"144";"Overall";"Overall";"CHCKIDNY";"512";"17";"";"";"";"";"";""
"2758850";"2016";"IA";"Iowa";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.1";"";"";"1.7";"2.5";"200";"Overall";"Overall";"CHCKIDNY";"18";"18";"";"";"";"";"";""
"174293";"2016";"16300";"Cedar Rapids, IA Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"1.3";"3.8";"18";"Overall";"Overall";"CHCKIDNY";"255";"18";"";"";"";"";"";""
"175822";"2016";"19780";"Des Moines-West Des Moines, IA Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.0";"";"";"1.0";"2.9";"34";"Overall";"Overall";"CHCKIDNY";"339";"18";"";"";"";"";"";""
"182333";"2016";"36540";"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.8";"";"";"2.2";"3.5";"119";"Overall";"Overall";"CHCKIDNY";"751";"18";"";"";"";"";"";""
"186168";"2016";"43580";"Sioux City, IA-NE-SD Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"*";"*";"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.";"";"";"40";"Overall";"Overall";"CHCKIDNY";"929";"18";"";"";"";"";"";""
"2763439";"2016";"KS";"Kansas";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"2.2";"2.8";"396";"Overall";"Overall";"CHCKIDNY";"19";"19";"";"";"";"";"";""
"179491";"2016";"28140";"Kansas City, MO-KS Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.7";"";"";"2.0";"3.4";"158";"Overall";"Overall";"CHCKIDNY";"545";"19";"";"";"";"";"";""
"187070";"2016";"45820";"Topeka, KS Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.1";"";"";"2.1";"4.1";"42";"Overall";"Overall";"CHCKIDNY";"984";"19";"";"";"";"";"";""
"187756";"2016";"48620";"Wichita, KS Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.9";"";"";"2.2";"3.6";"92";"Overall";"Overall";"CHCKIDNY";"1048";"19";"";"";"";"";"";""
"2766654";"2016";"KY";"Kentucky";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.6";"";"";"3.2";"4.1";"466";"Overall";"Overall";"CHCKIDNY";"20";"20";"";"";"";"";"";""
"178452";"2016";"26580";"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"4.3";"";"";"3.2";"5.4";"75";"Overall";"Overall";"CHCKIDNY";"504";"20";"";"";"";"";"";""
"180396";"2016";"31140";"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.9";"";"";"3.1";"4.7";"180";"Overall";"Overall";"CHCKIDNY";"614";"20";"";"";"";"";"";""
"2771469";"2016";"LA";"Louisiana";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.1";"";"";"2.5";"3.6";"246";"Overall";"Overall";"CHCKIDNY";"21";"21";"";"";"";"";"";""
"172139";"2016";"12940";"Baton Rouge, LA Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.2";"";"";"1.2";"3.2";"23";"Overall";"Overall";"CHCKIDNY";"172";"21";"";"";"";"";"";""
"181483";"2016";"35380";"New Orleans-Metairie, LA Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.4";"";"";"1.9";"4.8";"78";"Overall";"Overall";"CHCKIDNY";"721";"21";"";"";"";"";"";""
"2776217";"2016";"ME";"Maine";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"1.9";"2.8";"303";"Overall";"Overall";"CHCKIDNY";"22";"22";"";"";"";"";"";""
"183256";"2016";"38860";"Portland-South Portland, ME Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"1.9";"";"";"1.2";"2.7";"71";"Overall";"Overall";"CHCKIDNY";"813";"22";"";"";"";"";"";""
"2779582";"2016";"MD";"Maryland";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.7";"";"";"2.4";"3.1";"701";"Overall";"Overall";"CHCKIDNY";"23";"23";"";"";"";"";"";""
"172507";"2016";"12580";"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.1";"";"";"2.5";"3.7";"247";"Overall";"Overall";"CHCKIDNY";"162";"23";"";"";"";"";"";""
"175564";"2016";"19060";"Cumberland, MD-WV Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"*";"*";"Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.";"";"";"21";"Overall";"Overall";"CHCKIDNY";"319";"23";"";"";"";"";"";""
"178134";"2016";"25180";"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"1.6";"3.2";"49";"Overall";"Overall";"CHCKIDNY";"468";"23";"";"";"";"";"";""
"185422";"2016";"41540";"Salisbury, MD-DE Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.9";"";"";"2.2";"3.6";"102";"Overall";"Overall";"CHCKIDNY";"874";"23";"";"";"";"";"";""
"186457";"2016";"43524";"Silver Spring-Frederick-Rockville, MD Metropolitan Division";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"1.7";"3.1";"104";"Overall";"Overall";"CHCKIDNY";"928";"23";"";"";"";"";"";""
"2784428";"2016";"MA";"Massachusetts";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"2.0";"2.9";"263";"Overall";"Overall";"CHCKIDNY";"24";"24";"";"";"";"";"";""
"173403";"2016";"14454";"Boston, MA Metropolitan Division";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"1.4";"3.1";"67";"Overall";"Overall";"CHCKIDNY";"209";"24";"";"";"";"";"";""
"173933";"2016";"15764";"Cambridge-Newton-Framingham, MA Metropolitan Division";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.0";"";"";"1.3";"2.8";"82";"Overall";"Overall";"CHCKIDNY";"241";"24";"";"";"";"";"";""
"186554";"2016";"44140";"Springfield, MA Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.6";"";"";"1.6";"5.6";"30";"Overall";"Overall";"CHCKIDNY";"942";"24";"";"";"";"";"";""
"188558";"2016";"49340";"Worcester, MA-CT Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.5";"";"";"1.5";"3.5";"51";"Overall";"Overall";"CHCKIDNY";"1065";"24";"";"";"";"";"";""
"2788050";"2016";"MI";"Michigan";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.7";"";"";"3.3";"4.1";"543";"Overall";"Overall";"CHCKIDNY";"25";"25";"";"";"";"";"";""
"177807";"2016";"24340";"Grand Rapids-Wyoming, MI Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.4";"";"";"2.2";"4.6";"43";"Overall";"Overall";"CHCKIDNY";"447";"25";"";"";"";"";"";""
"178853";"2016";"29620";"Lansing-East Lansing, MI Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"4.0";"";"";"2.3";"5.8";"29";"Overall";"Overall";"CHCKIDNY";"577";"25";"";"";"";"";"";""
"187687";"2016";"47664";"Warren-Troy-Farmington Hills, MI Metropolitan Division";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"3.5";"";"";"2.7";"4.3";"107";"Overall";"Overall";"CHCKIDNY";"1027";"25";"";"";"";"";"";""
"2792434";"2016";"MN";"Minnesota";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"2.1";"2.6";"464";"Overall";"Overall";"CHCKIDNY";"26";"26";"";"";"";"";"";""
"176505";"2016";"20260";"Duluth, MN-WI Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.4";"";"";"1.4";"3.4";"29";"Overall";"Overall";"CHCKIDNY";"351";"26";"";"";"";"";"";""
"180056";"2016";"33460";"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"2.0";"2.7";"235";"Overall";"Overall";"CHCKIDNY";"674";"26";"";"";"";"";"";""
"184213";"2016";"40340";"Rochester, MN Metropolitan Statistical Area";"Chronic Health Indicators";"Kidney";"Ever told you have kidney disease?";"Yes";"BRFSS";"%";"Crude Prevalence";"2.3";"";"";"1.1";"3.5";"17";"Overall";"Overall";"CHCKIDNY";"847";"26";"";"";"";"";"";""
